kingdom,phylum,classname,ordername,family
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ACERACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARALES,ACORACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ACROBOLBACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,ACROCHAETIALES,ACROCHAETIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,ACROSYMPHYTALES,ACROSYMPHYTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,ACTINIDIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,ADOXACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,AEXTOXICACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,AGAVACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AIZOACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,ALANGIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ALISMATACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ALLIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ALOACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ALSTROEMERIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,AMARYLLIDACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE
PLANTAE,BRYOPHYTA,SPHAGNOPSIDA,AMBUCHANANIALES,AMBUCHANANIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE
PLANTAE,CHLOROPHYTA,ULVOPHYCEAE,CLADOPHORALES,ANADYOMENACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,ANCISTROCLADACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SCHIZAEALES,ANEMIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ANISOPHYLLEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ANTHERICACEAE
PLANTAE,ANTHOCERATOPHYTA,ANTHOCEROTOPSIDA,ANTHOCEROTALES,ANTHOCEROTACEAE
PLANTAE,CHLOROPHYTA,CHLOROPHYCEAE,CHAETOPHORALES,APHANOCHAETACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,APHYLLANTHACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,NAJADALES,APONOGETONACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,AQUIFOLIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARALES,ARACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,ARCHIDIALES,ARCHIDIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ARISTOLOCHIALES,ARISTOLOCHIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,ASCLEPIADACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ASPARAGACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ASPHODELACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ASTELIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,ASTEROPEIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,AUCUBACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,AVICENNIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BALANITACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BALANOPACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,BALANOPHORACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,BALSAMINACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,BASELLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BATALES,BATACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,BEGONIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,BERBERIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BIGNONIACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,BOMBACACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,BONNEMAISONIALES,BONNEMAISONIACEAE
PLANTAE,CHLOROPHYTA,ULVOPHYCEAE,SIPHONOCLADALES,BOODLEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BORAGINACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BRETSCHNEIDERACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,BROMELIALES,BROMELIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,BRUNELLIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYOXIPHIALES,BRYOXIPHIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BUDDLEJACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ORCHIDALES,BURMANNIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,BUTOMACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EUPHORBIALES,BUXACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,BYBLIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,NYMPHAEALES,CABOMBACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CACTACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,CALLITHAMNIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CALLITRICHALES,CALLITRICHACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CALYCERALES,CALYCERACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CALYPOGEIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,CANELLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,URTICALES,CANNABACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGERBERALES,CANNACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAPPARALES,CAPPARACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,CAPRIFOLIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,CARICACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,CARYOCARACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CASUARINALES,CASUARINACEAE
PLANTAE,CHLOROPHYTA,BRYOPSIDOPHYCEAE,BRYOPSIDALES,CAULERPACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,URTICALES,CECROPIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,RESTIONALES,CENTROLEPIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CEPHALOTACEAE
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CEPHALOTAXACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,CERAMIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,NYMPHAEALES,CERATOPHYLLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HAMAMELIDALES,CERCIDIPHYLLACEAE
PLANTAE,CHLOROPHYTA,CHLOROPHYCEAE,CHAETOPHORALES,CHAETOPHORACEAE
PLANTAE,CHAROPHYTA,CHAROPHYACEAE,CHARALES,CHARACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CHENOPODIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES,CHLORANTHACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CHRYSOBALANACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,CISTACEAE
PLANTAE,CHLOROPHYTA,ULVOPHYCEAE,CLADOPHORALES,CLADOPHORACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,CLETHRACEAE
PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,CLEVEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,COBAEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,COCHLOSPERMACEAE
PLANTAE,CHLOROPHYTA,BRYOPSIDOPHYCEAE,BRYOPSIDALES,CODIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,COLCHICACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,COMPOSITAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CONNARACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,CONVALLARIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CORALLINALES,CORALLINACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,CORNACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,CORYLACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGERBERALES,COSTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CRASSULACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAPPARALES,CRUCIFERAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,CRYPTERONIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,CUCURBITACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CULCITACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CUNONIACEAE
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,CYANASTRACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CYATHEACEAE
PLANTAE,TRACHEOPHYTA,CYCADOPSIDA,CYCADALES,CYCADACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYCLANTHALES,CYCLANTHACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,NAJADALES,CYMODOCEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,CYNOMORIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,CYPERACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GIGARTINALES,CYSTOCLONIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,DASYACEAE
PLANTAE,CHLOROPHYTA,ULVOPHYCEAE,DASYCLADALES,DASYCLADACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,DATISCACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,DEGENERIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,DELESSERIACEAE
PLANTAE,ANTHOCERATOPHYTA,ANTHOCEROTOPSIDA,DENDROCEROTALES,DENDROCEROTACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DENNSTAEDTIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,DICHAPETALACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,DIDIEREACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,DIOSCOREACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,DIPENTODONTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,DIPSACACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,DIPTEROCARPACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,DIRACHMACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,DRACAENACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,NEPENTHALES,DROSERACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GIGARTINALES,DUMONTIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,EBENACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,ECHINODIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,ELAEAGNACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,ELAEOCARPACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,ELATINACEAE
PLANTAE,TRACHEOPHYTA,GNETOPSIDA,EPHEDRALES,EPHEDRACEAE
PLANTAE,TRACHEOPHYTA,EQUISETOPSIDA,EQUISETALES,EQUISETACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ERIOCAULALES,ERIOCAULACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ERIOSPERMACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LINALES,ERYTHROXYLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ESCALLONIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EUCOMMIALES,EUCOMMIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,EUCRYPHIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EUPHORBIALES,EUPHORBIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HAMAMELIDALES,EUPTELEACEAE
PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,EXORMOTHECACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,RHODYMENIALES,FAUCHEACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,FISSIDENTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FRANKENIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GIGARTINALES,FURCELLARIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,NEMALIALES,GALAXAURACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GELIDIALES,GELIDIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,GERANIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,GESNERIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GIGARTINALES,GIGARTINACEAE
PLANTAE,TRACHEOPHYTA,GINKGOOPSIDA,GINKGOALES,GINKGOACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,GLOBULARIACEAE
PLANTAE,TRACHEOPHYTA,GNETOPSIDA,GNETALES,GNETACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,GOETZEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,GOMORTEGACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,GOODENIACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GRACILARIALES,GRACILARIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,GRAMINEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,GRAMMITIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,GREYIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,GROSSULARIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HALORAGALES,GUNNERACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,GUTTIFERAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,GYMNOMITRIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,HAEMODORACEAE
PLANTAE,CHLOROPHYTA,BRYOPSIDOPHYCEAE,BRYOPSIDALES,HALIMEDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HALORAGALES,HALORAGACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,HALYMENIALES,HALYMENIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HAMAMELIDALES,HAMAMELIDACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,HANGUANACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CORALLINALES,HAPALIDIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGERBERALES,HELICONIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,HELWINGIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,HERNANDIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,HIPPOCASTANACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CALLITRICHALES,HIPPURIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,HOPLESTIGMATACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,HOSTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,HUACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LINALES,HUMIRIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,HYACINTHACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,HYDATELLALES,HYDATELLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RAFFLESIALES,HYDNORACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,HYDRANGEACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,HYDROCHARITALES,HYDROCHARITACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,HYDROPHYLLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CALLITRICHALES,HYDROSTACHYACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,HYPOXIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,ICACINACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,ILLECEBRACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ILLICIALES,ILLICIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,IRIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,IRVINGIACEAE
PLANTAE,TRACHEOPHYTA,ISOETOPSIDA,ISOETALES,ISOETACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,IXIOLIRIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LINALES,IXONANTHACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JAMESONIELLACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,JUGLANDALES,JUGLANDACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,JUNCALES,JUNCACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,NAJADALES,JUNCAGINACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,GIGARTINALES,KALLYMENIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LABIATAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,LACISTEMATACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LECYTHIDALES,LECYTHIDACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHAMNALES,LEEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE
PLANTAE,ANTHOCERATOPHYTA,LEIOSPOROCEROTOPSIDA,LEIOSPOROCEROTALES,LEIOSPOROCEROTACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LEITNERIALES,LEITNERIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARALES,LEMNACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,LENTIBULARIACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE
PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,LESKEACEAE
PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,NEMALIALES,LIAGORACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,LILIACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,LIMNOCHARITACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LINALES,LINACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LINDSAEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,LOASACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,LOGANIACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LOMARIOPSIDACEAE
PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,LORANTHACEAE
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGERBERALES,LOWIACEAE
PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE
PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SCHIZAEALES,LYGODIACEAE
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE
